marital_status,application_mode,application_order,course,daytime/evening_attendance,previous_qualification,previous_qualification_(grade),nationality,mothers_qualification,fathers_qualification,mothers_occupation,fathers_occupation,admission_grade,displaced,educational_special_needs,debtor,tuition_fees_up_to_date,gender,scholarship_holder,age_at_enrollment,international,curricular_units_1st_sem_(credited),curricular_units_1st_sem_(enrolled),curricular_units_1st_sem_(evaluations),curricular_units_1st_sem_(approved),curricular_units_1st_sem_(grade),curricular_units_1st_sem_(without_evaluations),curricular_units_2nd_sem_(credited),curricular_units_2nd_sem_(enrolled),curricular_units_2nd_sem_(evaluations),curricular_units_2nd_sem_(approved),curricular_units_2nd_sem_(grade),curricular_units_2nd_sem_(without_evaluations),unemployment_rate,inflation_rate,gdp,target
Single,12,1,4,Daytime,39,120.0,0,0,7,25,42,119.8,No,No,No,Yes,Male,No,21,No,2,7,7,2,12.0,0,5,9,10,7,12.142857142857142,0,12.4,0.5,1.79,0
Single,9,1,13,Daytime,1,133.1,0,18,7,29,42,122.9,No,No,Yes,No,Male,No,25,No,0,6,7,3,14.0,0,0,6,9,2,14.5,0,13.9,-0.3,0.79,0
Single,12,1,5,Daytime,39,160.0,0,0,0,25,38,160.0,Yes,Yes,No,No,Male,No,19,No,2,6,6,6,14.0,0,1,6,11,6,13.5,0,12.4,0.5,1.79,0
Single,0,4,11,Daytime,1,128.0,0,0,0,24,2,125.2,Yes,No,No,Yes,Male,Yes,18,No,0,7,7,7,14.682857142857143,0,0,8,9,8,15.055555555555555,0,12.4,0.5,1.79,2
Single,9,1,6,Daytime,3,130.0,0,0,23,30,44,143.4,No,No,No,Yes,Male,No,29,No,0,3,3,0,0.0,3,0,5,0,0,0.0,0,10.8,1.4,1.74,0
Single,9,1,6,Daytime,19,133.1,0,17,23,23,41,96.7,No,No,No,Yes,Male,Yes,29,No,0,5,6,0,0.0,0,0,5,7,0,0.0,0,12.4,0.5,1.79,0
Single,5,1,10,Daytime,1,137.0,0,6,7,24,39,126.9,No,No,No,Yes,Male,No,20,No,0,6,7,6,13.857142857142858,0,0,6,7,5,12.8,0,16.2,0.3,-0.92,2
Single,0,1,0,Daytime,1,163.0,0,6,0,29,41,143.1,No,No,No,Yes,Male,No,18,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,2
Single,0,1,10,Daytime,1,125.0,0,0,0,18,33,114.5,No,No,No,Yes,Male,No,20,No,0,6,8,6,13.142857142857142,0,0,6,7,6,12.5,0,8.9,1.4,3.51,2
Married,9,1,6,Daytime,1,120.0,0,14,19,0,0,140.0,Yes,No,No,Yes,Male,No,33,No,0,5,14,1,18.0,0,0,5,9,2,13.0,0,9.4,-0.8,-3.12,0
Single,10,1,16,Evening,1,150.0,0,6,7,25,39,113.7,No,No,No,Yes,Male,No,30,No,11,15,15,13,11.461538461538462,0,6,11,15,10,11.583333333333334,1,16.2,0.3,-0.92,2
Single,0,1,12,Daytime,1,135.0,0,0,0,1,1,131.5,No,No,No,Yes,Male,Yes,21,No,0,7,14,5,11.2,0,0,8,11,6,11.583333333333334,0,16.2,0.3,-0.92,1
Single,0,1,3,Daytime,1,148.0,0,0,7,21,34,143.5,No,No,Yes,Yes,Male,No,18,No,0,6,6,5,15.0,0,0,6,8,4,14.5,0,8.9,1.4,3.51,2
Single,0,1,11,Daytime,1,138.0,0,18,23,29,43,126.8,No,No,No,Yes,Male,Yes,19,No,0,7,9,7,14.244444444444444,0,0,8,12,8,12.233333333333333,0,15.5,2.8,-4.06,2
Single,4,1,4,Daytime,1,119.0,0,18,7,29,43,115.2,No,No,No,Yes,Male,Yes,21,No,0,6,8,4,11.5,0,0,6,7,5,11.0,0,15.5,2.8,-4.06,0
Single,9,2,12,Daytime,1,130.0,0,6,7,24,39,100.0,No,No,No,Yes,Male,Yes,25,No,0,7,7,2,10.0,0,0,7,7,0,0.0,0,15.5,2.8,-4.06,0
Single,0,2,13,Daytime,1,135.0,0,6,7,27,2,121.4,No,No,No,Yes,Male,No,19,No,0,5,7,3,12.333333333333334,0,0,5,5,5,11.6,0,9.4,-0.8,-3.12,2
Single,12,1,4,Daytime,39,120.0,0,6,0,29,37,120.0,Yes,No,No,Yes,Male,No,23,No,2,7,8,5,12.2,0,5,9,10,7,12.142857142857142,1,16.2,0.3,-0.92,0
Single,4,2,4,Daytime,1,126.0,0,18,23,29,42,129.9,Yes,No,No,Yes,Male,Yes,19,No,0,6,6,6,13.666666666666666,0,0,6,7,5,13.2,0,12.4,0.5,1.79,2
Single,0,1,0,Daytime,1,149.0,0,12,8,22,39,151.1,Yes,No,No,Yes,Male,No,19,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,2
Single,9,1,3,Daytime,1,110.0,0,6,22,29,40,120.0,No,No,Yes,No,Male,No,31,No,0,6,15,1,11.0,0,0,6,10,0,0.0,0,16.2,0.3,-0.92,0
Single,9,1,3,Daytime,1,133.1,0,17,22,24,41,130.0,No,No,Yes,No,Male,No,32,No,0,6,8,3,13.0,0,4,10,14,6,11.428571428571429,0,16.2,0.3,-0.92,0
Single,3,2,11,Daytime,1,127.0,0,7,23,24,43,119.0,Yes,No,No,Yes,Female,Yes,19,No,0,8,12,7,12.599999999999998,0,0,8,12,7,12.599999999999998,0,10.8,1.4,1.74,2
Single,10,1,14,Daytime,6,120.0,0,14,19,0,0,122.0,Yes,No,No,Yes,Female,No,34,No,8,10,11,10,12.2,0,5,10,12,9,12.333333333333334,0,7.6,2.6,0.32,2
Single,3,6,14,Daytime,1,136.0,0,18,5,0,0,129.7,Yes,No,No,Yes,Female,No,21,No,0,6,6,6,13.166666666666666,0,0,6,6,6,13.0,0,7.6,2.6,0.32,2
Single,11,2,9,Daytime,1,110.0,0,17,22,29,41,112.5,Yes,No,No,Yes,Female,Yes,53,No,4,7,16,6,11.0,0,2,7,9,7,11.0,0,9.4,-0.8,-3.12,2
Single,0,1,11,Daytime,1,136.0,0,6,7,24,41,136.0,No,No,No,Yes,Female,Yes,19,No,0,7,7,7,14.014285714285714,0,0,8,8,8,15.35,0,13.9,-0.3,0.79,2
Single,0,3,14,Daytime,1,145.0,0,18,23,29,39,133.1,No,No,No,Yes,Female,Yes,20,No,0,6,9,4,13.0,0,0,6,13,4,11.25,0,10.8,1.4,1.74,2
Single,0,2,14,Daytime,1,159.0,0,0,7,29,43,151.3,Yes,No,No,Yes,Female,No,18,No,0,6,6,6,14.0,0,0,6,6,6,14.666666666666666,0,10.8,1.4,1.74,2
Single,9,1,0,Daytime,1,147.0,0,17,23,17,33,133.3,No,No,No,No,Female,No,32,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,-0.92,0
Single,11,1,11,Daytime,1,150.0,0,17,22,29,43,130.8,Yes,No,No,Yes,Female,Yes,21,No,0,8,8,7,14.428571428571429,0,0,8,8,7,14.428571428571429,0,12.7,3.7,-1.7,2
Single,17,1,2,Evening,3,140.0,0,17,3,29,38,140.0,No,No,No,No,Female,No,26,No,0,5,9,0,0.0,0,0,5,10,0,0.0,0,9.4,-0.8,-3.12,0
Single,10,1,5,Daytime,39,150.0,0,0,0,24,41,150.0,Yes,No,No,Yes,Female,No,26,No,11,18,45,18,11.833333333333334,10,9,13,27,13,12.461538461538462,5,15.5,2.8,-4.06,2
Married,12,1,16,Evening,39,130.0,0,0,22,24,43,130.0,No,No,No,No,Female,No,21,No,0,5,12,3,11.333333333333334,0,0,5,10,1,13.0,0,15.5,2.8,-4.06,0
Single,4,1,14,Daytime,1,120.0,0,17,22,25,39,125.3,No,No,No,Yes,Female,No,18,No,0,6,9,6,12.5,0,0,6,9,6,13.0,0,7.6,2.6,0.32,2
Single,11,1,4,Daytime,39,130.0,0,6,22,25,43,124.0,Yes,No,No,Yes,Female,Yes,21,No,4,12,12,12,13.333333333333334,0,5,12,12,11,12.545454545454543,0,15.5,2.8,-4.06,2
Single,0,1,10,Daytime,1,112.0,0,18,7,29,39,113.8,Yes,No,No,Yes,Female,No,21,No,0,6,10,6,10.833333333333334,0,0,6,10,4,11.0,0,7.6,2.6,0.32,1
Single,4,1,13,Daytime,1,128.0,0,6,7,27,41,124.4,No,No,No,Yes,Female,Yes,19,No,0,6,6,6,13.0,0,0,6,6,6,14.0,0,13.9,-0.3,0.79,2
Single,4,1,8,Daytime,1,114.0,0,6,7,29,41,107.7,No,No,No,Yes,Female,No,19,No,0,5,7,2,10.0,0,0,5,11,2,14.0,0,10.8,1.4,1.74,0
Single,11,2,9,Daytime,1,118.0,0,18,23,25,39,110.0,No,No,No,Yes,Female,Yes,19,No,0,6,8,6,11.428571428571429,0,0,6,11,5,11.2,0,10.8,1.4,1.74,2
Single,17,1,11,Daytime,3,130.0,0,17,23,27,41,130.0,Yes,No,No,Yes,Female,No,27,No,0,8,8,8,12.8875,0,0,8,8,8,12.8875,0,9.4,-0.8,-3.12,2
Single,0,2,11,Daytime,1,145.0,0,17,0,29,38,138.8,Yes,No,No,Yes,Female,Yes,18,No,0,7,7,6,12.95,0,0,7,7,6,12.95,0,7.6,2.6,0.32,2
Single,0,2,8,Daytime,1,121.0,0,6,7,29,43,126.3,Yes,No,No,Yes,Female,No,20,No,0,5,12,1,10.0,2,0,5,5,0,0.0,0,12.7,3.7,-1.7,0
Single,0,3,11,Daytime,1,114.0,0,0,0,25,39,114.5,Yes,No,No,Yes,Female,Yes,19,No,0,7,7,7,13.094285714285714,0,0,8,8,8,12.55,0,12.4,0.5,1.79,2
Single,0,4,13,Daytime,1,127.0,0,0,0,27,41,116.5,Yes,No,No,Yes,Female,No,20,No,0,6,7,0,0.0,0,0,6,6,0,0.0,0,16.2,0.3,-0.92,0
Single,4,2,9,Daytime,1,145.0,0,6,23,27,40,128.6,Yes,No,No,Yes,Female,Yes,19,No,0,6,12,5,11.714285714285714,0,0,6,11,6,11.0,0,12.7,3.7,-1.7,2
Single,4,5,9,Daytime,1,130.0,0,6,0,25,39,130.0,Yes,No,No,Yes,Female,No,20,No,0,6,8,4,11.25,0,0,6,15,3,10.0,0,9.4,-0.8,-3.12,1
Single,0,1,0,Daytime,1,150.0,0,18,7,27,2,134.6,No,No,No,Yes,Female,No,20,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,0
Single,0,1,15,Daytime,1,145.0,0,17,22,29,39,146.8,No,No,No,Yes,Female,No,18,No,0,6,6,6,13.166666666666666,0,0,6,6,6,13.333333333333334,0,7.6,2.6,0.32,2
Single,0,1,5,Daytime,1,128.0,0,6,0,25,38,135.7,Yes,No,No,Yes,Female,No,20,No,0,5,7,4,12.75,0,0,5,5,5,13.4,0,10.8,1.4,1.74,2
Married,9,1,16,Evening,1,140.0,0,17,22,29,43,120.0,No,No,No,No,Female,No,38,No,0,5,6,5,10.6,0,0,5,9,2,11.0,0,12.7,3.7,-1.7,0
Divorced,9,1,2,Evening,1,130.0,0,17,22,29,41,138.0,No,No,No,Yes,Female,No,42,No,0,6,8,5,11.2,0,0,6,6,6,12.0,0,8.9,1.4,3.51,2
Single,9,1,11,Daytime,1,140.0,0,17,22,29,40,135.5,No,No,No,Yes,Female,No,32,No,0,7,0,0,0.0,0,0,8,0,0,0.0,0,13.9,-0.3,0.79,0
Single,2,1,14,Daytime,1,120.0,16,6,7,24,39,120.0,Yes,No,No,Yes,Female,No,22,Yes,0,6,6,6,13.0,0,0,6,6,6,13.666666666666666,0,12.4,0.5,1.79,2
Married,9,1,16,Evening,1,147.0,0,14,19,30,44,111.7,Yes,No,No,Yes,Female,No,28,No,0,5,10,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,0
Married,9,1,2,Evening,9,133.1,0,17,22,28,2,100.0,Yes,No,No,Yes,Female,No,37,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,9.4,-0.8,-3.12,0
Married,12,1,3,Daytime,39,160.0,0,17,23,29,38,160.0,No,No,No,Yes,Female,No,43,No,0,6,8,6,14.166666666666666,0,0,6,9,6,15.0,0,15.5,2.8,-4.06,2
Legally separated,9,1,2,Evening,1,133.1,0,17,0,29,41,114.8,No,No,No,Yes,Female,Yes,41,No,0,6,10,5,12.833333333333334,0,0,6,6,6,12.333333333333334,0,13.9,-0.3,0.79,2
Divorced,9,1,2,Evening,19,140.0,0,17,22,29,37,131.0,No,No,No,Yes,Female,Yes,29,No,0,6,11,4,11.75,0,0,6,9,5,10.4,0,10.8,1.4,1.74,2
Single,9,1,2,Evening,1,133.1,0,17,22,29,43,97.0,No,No,No,Yes,Female,Yes,35,No,0,6,8,6,10.833333333333334,0,0,6,7,6,11.5,0,10.8,1.4,1.74,2
Single,4,6,9,Daytime,1,131.0,0,0,15,24,36,131.7,Yes,No,No,Yes,Female,No,18,No,0,6,8,4,11.75,0,0,6,8,4,12.25,0,9.4,-0.8,-3.12,0
Single,9,1,11,Daytime,19,133.1,0,17,22,29,40,120.0,No,No,No,No,Female,Yes,39,No,0,7,14,3,11.5,0,0,7,9,2,10.5,0,16.2,0.3,-0.92,0
Divorced,9,1,16,Evening,1,120.0,0,17,22,29,43,110.0,No,No,No,Yes,Female,No,37,No,0,5,14,2,10.0,0,0,5,7,3,11.333333333333334,0,12.7,3.7,-1.7,1
Single,9,1,11,Daytime,1,130.0,0,17,22,29,41,133.0,Yes,No,No,Yes,Female,Yes,26,No,0,7,7,6,13.7,0,0,7,7,6,13.7,0,7.6,2.6,0.32,2
Single,17,1,5,Daytime,3,140.0,0,6,9,24,44,140.0,Yes,No,No,Yes,Female,No,32,No,0,5,8,1,14.0,2,0,5,12,0,0.0,4,10.8,1.4,1.74,0
Married,9,1,2,Evening,1,133.1,0,17,22,26,42,100.0,No,No,Yes,Yes,Female,No,37,No,3,8,12,7,11.375,0,2,7,10,6,12.166666666666666,0,13.9,-0.3,0.79,1
Single,9,1,5,Daytime,1,140.0,0,17,7,18,24,129.3,Yes,No,Yes,Yes,Female,No,28,No,0,6,17,0,0.0,0,0,6,6,0,0.0,0,8.9,1.4,3.51,1
Single,0,1,9,Daytime,1,133.1,0,6,22,0,0,137.0,Yes,No,No,Yes,Female,No,19,No,0,6,10,0,0.0,4,0,6,0,0,0.0,0,7.6,2.6,0.32,0
Single,0,5,8,Daytime,1,125.0,0,17,23,27,41,122.2,Yes,No,No,Yes,Female,No,18,No,0,5,9,1,11.0,0,0,5,9,2,12.5,0,7.6,2.6,0.32,1
Single,0,1,15,Daytime,1,115.0,0,6,23,29,43,108.0,No,No,No,Yes,Female,Yes,19,No,0,7,10,6,13.0,0,0,7,7,7,13.285714285714286,0,12.4,0.5,1.79,2
Married,17,1,13,Daytime,3,110.0,0,17,22,27,41,110.0,No,No,No,Yes,Female,No,32,No,4,11,15,8,13.6,0,2,8,10,8,15.11111111111111,0,13.9,-0.3,0.79,2
Married,9,1,8,Daytime,1,140.0,0,17,22,29,43,127.7,Yes,No,No,Yes,Female,No,31,No,0,5,8,3,11.0,0,0,5,9,2,11.5,0,7.6,2.6,0.32,0
Single,9,1,11,Daytime,1,100.0,0,12,0,22,39,121.3,Yes,No,No,Yes,Female,No,34,No,0,8,11,7,11.705714285714285,0,0,8,11,7,11.705714285714285,0,10.8,1.4,1.74,1
Single,0,3,0,Daytime,1,145.0,0,0,0,23,37,140.1,Yes,No,No,Yes,Female,No,20,No,6,12,12,12,13.25,0,4,11,14,11,14.333333333333334,0,8.9,1.4,3.51,2
Single,9,1,11,Daytime,19,133.1,0,18,23,29,43,114.8,No,No,No,Yes,Female,No,28,No,0,7,15,1,10.75,0,0,7,10,1,10.0,0,13.9,-0.3,0.79,0
Single,12,1,16,Evening,39,150.0,0,17,22,26,40,150.0,No,No,No,Yes,Female,No,31,No,2,6,8,6,12.0,0,2,7,8,7,13.428571428571429,0,9.4,-0.8,-3.12,1
Single,0,1,14,Daytime,1,145.0,0,6,23,24,2,131.7,Yes,No,No,Yes,Female,No,18,No,0,6,7,6,12.666666666666666,0,0,6,8,4,12.25,0,7.6,2.6,0.32,1
Divorced,9,1,2,Evening,19,133.1,0,17,22,30,41,110.0,No,No,No,No,Female,No,31,No,0,6,8,5,11.4,0,0,6,9,3,11.0,0,9.4,-0.8,-3.12,0
Single,0,3,14,Daytime,1,110.0,0,6,7,25,39,105.5,Yes,No,No,Yes,Female,No,19,No,0,6,6,6,13.0,0,0,6,8,5,12.4,0,12.4,0.5,1.79,2
Single,0,1,9,Daytime,1,128.0,0,17,7,29,38,127.3,Yes,No,No,Yes,Female,Yes,19,No,0,6,8,6,14.0,0,0,6,8,6,12.285714285714286,0,16.2,0.3,-0.92,2
Married,9,1,9,Daytime,19,133.1,0,17,22,29,43,130.0,Yes,No,No,Yes,Female,No,31,No,0,6,11,0,0.0,0,0,5,10,0,0.0,0,9.4,-0.8,-3.12,1
Single,17,1,5,Daytime,3,130.0,0,0,7,29,2,130.0,No,No,No,Yes,Female,No,34,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,0
Single,3,1,12,Daytime,1,137.0,0,17,22,29,41,122.7,Yes,No,No,Yes,Female,Yes,18,No,0,7,7,7,15.285714285714286,0,0,8,8,8,16.075,0,12.4,0.5,1.79,2
Single,4,2,10,Daytime,1,123.0,0,17,22,27,41,113.9,Yes,No,No,Yes,Female,No,18,No,0,6,6,6,13.166666666666666,0,0,6,6,6,12.666666666666666,0,11.1,0.6,2.02,2
Single,0,1,8,Daytime,1,156.0,0,12,7,23,37,151.1,No,No,Yes,Yes,Male,No,19,No,0,5,7,5,13.6,0,0,5,11,5,12.833333333333334,5,16.2,0.3,-0.92,2
Single,4,2,14,Daytime,1,133.1,0,12,31,0,36,125.8,Yes,No,No,No,Male,Yes,22,No,0,4,8,0,0.0,0,0,4,8,0,0.0,0,7.6,2.6,0.32,0
Married,11,1,13,Daytime,1,100.0,0,14,19,0,0,128.2,No,No,No,Yes,Male,No,32,No,6,10,12,10,11.4,0,4,9,9,4,11.5,0,7.6,2.6,0.32,2
Single,9,1,8,Daytime,1,140.0,0,17,15,29,36,135.1,No,No,No,Yes,Male,No,61,No,0,5,0,0,0.0,0,0,5,0,0,0.0,0,15.5,2.8,-4.06,0
Single,9,1,16,Evening,1,130.0,0,17,22,29,43,120.2,Yes,No,No,Yes,Male,No,30,No,0,5,7,5,11.0,0,0,5,5,5,11.6,0,7.6,2.6,0.32,2
Married,9,1,16,Evening,1,133.1,0,17,22,29,43,132.8,No,No,Yes,No,Male,No,45,No,0,5,9,0,0.0,0,0,5,11,0,0.0,0,12.4,0.5,1.79,0
Single,12,1,3,Daytime,39,140.0,0,0,7,24,42,140.0,No,No,No,Yes,Male,No,20,No,0,6,7,6,13.571428571428571,0,0,6,6,6,12.666666666666666,0,12.4,0.5,1.79,2
Single,5,5,11,Daytime,1,137.0,0,6,0,1,2,129.3,No,No,No,Yes,Female,No,19,No,0,7,0,0,0.0,0,0,8,0,0,0.0,0,9.4,-0.8,-3.12,0
Single,10,1,6,Daytime,1,120.0,0,12,0,22,43,108.2,Yes,No,No,Yes,Male,No,26,No,4,10,14,4,11.25,0,4,11,11,4,12.0,0,7.6,2.6,0.32,0
Single,4,4,13,Daytime,1,125.0,0,0,0,24,44,125.4,Yes,No,No,Yes,Male,No,19,No,0,5,6,3,13.333333333333334,0,0,5,5,1,11.0,0,7.6,2.6,0.32,0
Single,4,1,14,Daytime,1,130.0,0,6,22,29,43,140.2,No,No,No,Yes,Male,Yes,19,No,0,6,6,6,12.0,0,0,6,7,6,11.666666666666666,0,16.2,0.3,-0.92,2
Single,0,3,14,Daytime,1,115.0,0,18,0,29,38,116.1,Yes,No,No,Yes,Male,No,19,No,0,6,6,6,12.5,0,0,6,7,5,13.0,0,12.4,0.5,1.79,2
Single,0,1,8,Daytime,1,150.0,0,0,7,25,39,137.8,Yes,No,No,Yes,Male,Yes,19,No,0,5,6,5,13.2,0,0,5,6,5,12.666666666666666,0,16.2,0.3,-0.92,2
Single,0,3,13,Daytime,1,134.0,0,4,2,0,0,128.4,Yes,No,No,No,Male,No,19,No,0,5,5,0,0.0,0,0,4,4,0,0.0,0,7.6,2.6,0.32,0
Single,9,1,13,Daytime,1,120.0,0,14,19,0,0,106.0,Yes,No,No,No,Male,No,28,No,0,5,7,3,11.666666666666666,0,0,5,8,2,11.5,1,7.6,2.6,0.32,0
Single,11,1,8,Daytime,1,141.0,0,17,22,29,43,130.2,No,No,No,Yes,Male,No,24,No,10,15,16,15,13.466666666666669,1,10,14,14,14,13.642857142857142,0,9.4,-0.8,-3.12,2
Single,0,1,7,Daytime,1,133.0,0,12,0,22,38,126.0,No,No,No,Yes,Male,No,18,No,0,5,7,3,13.666666666666666,0,0,5,5,5,13.2,0,7.6,2.6,0.32,2
Single,0,2,6,Daytime,1,149.0,0,18,23,25,39,141.0,No,No,No,Yes,Male,No,18,No,0,5,9,2,11.666666666666666,0,0,5,9,2,12.5,2,7.6,2.6,0.32,1
Single,0,1,14,Daytime,1,121.0,0,0,15,23,41,113.0,Yes,No,No,Yes,Male,Yes,18,No,0,6,7,6,11.666666666666666,0,0,6,12,5,10.2,0,12.4,0.5,1.79,2
Single,12,1,3,Daytime,39,120.0,0,20,0,22,42,120.0,No,No,No,Yes,Male,No,21,No,0,6,9,5,13.4,0,0,6,9,5,12.4,0,8.9,1.4,3.51,2
Married,9,1,16,Evening,1,148.0,0,6,22,29,39,130.9,No,No,No,No,Male,No,28,No,0,5,5,0,0.0,0,0,5,6,0,0.0,0,12.4,0.5,1.79,0
Single,9,1,3,Daytime,12,133.1,0,17,7,29,2,120.0,No,No,No,Yes,Male,No,58,No,0,6,9,0,0.0,0,0,6,6,0,0.0,0,13.9,-0.3,0.79,0
Married,9,1,16,Evening,1,135.0,0,14,19,0,0,134.1,Yes,No,No,No,Male,No,49,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,0
Single,9,1,6,Daytime,1,150.0,0,0,23,23,39,120.0,No,No,No,Yes,Male,No,24,No,0,5,6,3,10.666666666666666,0,0,5,9,2,10.5,0,15.5,2.8,-4.06,1
Single,11,1,13,Daytime,1,130.0,0,14,19,0,0,114.8,No,No,No,Yes,Male,No,25,No,0,5,5,4,13.75,0,0,5,5,4,14.75,0,7.6,2.6,0.32,2
Divorced,10,1,8,Daytime,1,133.1,0,17,23,27,37,123.0,Yes,No,No,Yes,Male,No,33,No,0,5,5,1,10.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,0
Married,9,2,6,Daytime,19,133.1,0,17,22,27,41,118.0,No,No,No,No,Male,No,33,No,0,5,11,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,0
Married,11,1,15,Daytime,1,110.0,0,17,22,27,41,100.0,No,No,No,Yes,Male,No,40,No,0,2,4,1,16.0,0,0,4,5,4,15.5,0,13.9,-0.3,0.79,2
Married,9,1,16,Evening,1,170.0,0,17,7,29,37,151.1,No,No,No,Yes,Male,No,48,No,0,5,9,5,12.285714285714286,0,0,5,8,5,11.125,0,16.2,0.3,-0.92,2
Single,4,3,6,Daytime,1,120.0,0,0,7,29,37,116.9,Yes,No,Yes,No,Male,No,18,No,0,5,10,3,12.0,0,0,5,8,3,10.333333333333334,0,8.9,1.4,3.51,1
Single,9,1,11,Daytime,19,133.1,0,18,23,29,42,106.0,Yes,No,No,Yes,Male,No,24,No,0,7,7,6,12.666666666666666,1,0,7,7,6,12.666666666666666,1,7.6,2.6,0.32,2
Married,0,1,5,Daytime,1,139.0,0,6,7,19,18,127.1,No,No,No,Yes,Male,Yes,23,No,0,5,6,5,11.8,0,0,5,7,4,13.25,1,10.8,1.4,1.74,2
Single,9,1,16,Evening,19,133.1,0,6,22,27,39,155.5,Yes,No,Yes,No,Male,No,39,No,0,5,6,5,10.6,0,0,5,7,5,14.666666666666666,0,10.8,1.4,1.74,0
Single,5,1,3,Daytime,1,133.1,0,0,23,29,40,101.0,No,No,No,Yes,Male,No,21,No,5,11,16,9,11.9,0,3,9,14,8,12.25,0,15.5,2.8,-4.06,2
Single,10,1,6,Daytime,6,120.0,0,15,20,26,40,128.2,Yes,No,No,Yes,Male,No,34,No,4,6,8,4,11.25,0,1,5,8,2,10.5,0,7.6,2.6,0.32,0
Married,9,1,16,Evening,1,100.0,0,6,7,24,38,113.0,No,No,No,Yes,Male,Yes,41,No,0,5,9,4,11.0,0,0,5,6,5,11.4,0,8.9,1.4,3.51,1
Single,0,1,14,Daytime,1,134.0,0,0,23,24,39,122.8,No,No,No,Yes,Male,No,18,No,0,6,6,6,12.0,0,0,6,6,6,12.5,0,12.7,3.7,-1.7,2
Married,9,1,16,Evening,1,130.0,0,18,23,29,37,145.6,No,No,No,Yes,Male,No,34,No,0,5,10,4,11.75,0,0,5,10,4,10.833333333333334,0,13.9,-0.3,0.79,1
Single,0,1,8,Daytime,1,128.0,0,0,0,22,2,116.5,No,No,No,Yes,Male,No,19,No,0,5,8,2,10.0,0,0,5,8,1,16.0,0,7.6,2.6,0.32,0
Single,0,1,11,Daytime,1,154.0,0,6,7,23,37,142.0,No,No,No,Yes,Male,No,19,No,0,8,8,7,13.714285714285714,0,0,8,8,7,13.714285714285714,0,12.7,3.7,-1.7,2
Single,17,1,3,Daytime,4,150.0,0,0,0,24,40,150.0,No,No,No,Yes,Male,No,28,No,0,6,14,6,14.875,0,0,6,12,6,15.8,0,16.2,0.3,-0.92,2
Single,4,1,4,Daytime,1,134.0,0,0,0,25,0,133.3,Yes,No,No,Yes,Male,No,18,No,0,6,7,5,10.8,1,0,6,6,0,0.0,0,7.6,2.6,0.32,0
Single,0,1,9,Daytime,1,127.0,0,7,8,23,38,115.8,Yes,No,No,Yes,Male,No,19,No,0,6,11,3,12.0,0,0,6,12,2,10.0,0,11.1,0.6,2.02,0
Single,4,2,5,Daytime,1,133.1,0,6,23,29,1,100.0,Yes,No,Yes,No,Male,No,19,No,0,6,10,5,12.5,0,0,6,19,2,13.5,0,12.4,0.5,1.79,0
Single,4,1,11,Daytime,1,130.0,0,0,15,29,36,128.6,Yes,No,No,Yes,Female,No,18,No,0,7,7,7,14.728571428571428,0,0,8,11,8,16.327272727272728,0,16.2,0.3,-0.92,2
Single,0,1,7,Daytime,1,135.0,0,12,15,22,36,137.1,Yes,No,No,Yes,Female,No,18,No,0,6,8,6,12.0,0,0,6,8,5,14.8,0,12.4,0.5,1.79,2
Single,0,1,14,Daytime,1,143.0,0,0,15,23,37,149.0,Yes,No,No,Yes,Female,No,18,No,0,6,8,6,11.428571428571429,0,0,6,7,6,11.0,0,11.1,0.6,2.02,0
Single,12,2,9,Daytime,39,150.0,0,12,7,24,43,147.0,Yes,No,No,Yes,Female,No,19,No,3,6,6,6,14.166666666666666,0,2,6,6,6,13.5,0,12.4,0.5,1.79,2
Married,17,1,9,Daytime,3,150.0,0,17,22,18,32,150.0,No,No,No,Yes,Female,No,31,No,1,6,12,5,12.5,0,0,6,10,5,14.6,0,12.7,3.7,-1.7,2
Single,9,1,2,Evening,1,130.0,0,17,22,29,42,103.5,No,No,No,Yes,Female,Yes,33,No,0,6,6,6,14.166666666666666,0,0,6,6,6,14.333333333333334,0,12.7,3.7,-1.7,2
Single,0,3,11,Daytime,1,113.0,0,12,0,8,15,107.8,Yes,No,No,Yes,Female,Yes,20,No,0,7,10,5,14.46,0,0,7,8,6,13.55,0,12.4,0.5,1.79,1
Single,12,1,5,Daytime,39,130.0,19,6,0,26,38,130.0,Yes,No,No,Yes,Female,No,22,Yes,0,6,12,5,12.8,0,0,6,19,2,11.5,0,12.4,0.5,1.79,1
Single,4,1,10,Daytime,1,115.0,0,0,7,23,37,109.4,Yes,No,No,Yes,Female,No,19,No,0,6,8,6,12.666666666666666,0,0,6,8,5,13.4,0,11.1,0.6,2.02,2
